timestamp,city_name,temperature,wind_speed,precipitation,cloudiness,average_docking_station_utilisation,max_docking_station_utilisation,min_docking_station_utilisation,std_dev_docking_station_utilisation
2024-12-29 16:05:52.433407,SampleCity,291.23620356542085,6.981617140197452,1.0,7,72.01608739185227,90.23149062473057,66.14991517624097,11.105467550154245
2024-12-29 16:35:52.433407,SampleCity,308.5214291922975,5.360963663441204,0.5,42,32.16198825029185,47.241226322227526,16.69915077191842,6.603654061197432
2024-12-29 17:05:52.433407,SampleCity,301.95981825434217,3.0952761628632777,2.0,75,24.907970168853453,41.006105705682224,14.548759614601874,11.736454174749078
2024-12-29 17:35:52.433407,SampleCity,297.9597545259111,8.137950197069486,0.0,0,82.46092688547519,82.82105799748427,75.49901502210943,6.792532557392807
2024-12-29 18:05:52.433407,SampleCity,284.6805592132731,6.847311725538793,2.0,56,56.78403390154561,76.04024104302613,49.34924800341901,11.939495905101568
2024-12-29 18:35:52.433407,SampleCity,284.67983561008606,1.626169393448913,0.0,63,24.65310364043806,39.186523481844524,24.626031126128698,7.295981607539686
2024-12-29 19:05:52.433407,SampleCity,281.742508365046,9.109271844938425,0.1,83,99.58930537358137,105.68432728130404,93.59329482227665,6.1755130015022
2024-12-29 19:35:52.433407,SampleCity,305.9852843732481,8.22537242923169,0.0,27,24.62244487970933,41.21033817688627,11.69327004695072,6.6528449014295745
2024-12-29 20:05:52.433407,SampleCity,298.03345035229626,9.49799913291924,1.0,36,75.60281830868425,81.23324227698285,56.118929432357106,5.0199213521907025
2024-12-29 20:35:52.433407,SampleCity,301.2421773338814,7.2571950838836,0.5,46,98.69431402107308,116.14939081239564,81.75309748139509,12.187396178535302
2024-12-29 21:05:52.433407,SampleCity,280.61753482887406,6.134151959357899,0.1,100,39.13440833727405,41.38601614551279,38.66250904436347,12.324010490583792
2024-12-29 21:35:52.433407,SampleCity,309.09729556485985,4.182430362906189,0.0,75,31.379949494975694,45.453669044191614,13.408737401478906,10.149333499132595
2024-12-29 22:05:52.433407,SampleCity,304.97327922401263,9.327284833540133,2.0,36,29.71079515379431,40.52476468669252,14.046826887821792,6.613628010553837
2024-12-29 22:35:52.433407,SampleCity,286.3701733203483,8.660638895004084,0.1,48,44.262011805407646,46.19270120931646,28.65448933398804,5.835543375106898
2024-12-29 23:05:52.433407,SampleCity,285.45474901621304,0.45218670106189407,0.1,43,28.083664880851735,32.92154144602851,18.923749700780306,5.19128966437287
